,dt,Цена на арматуру,year,month,quarter,day_of_month,day_of_week,stationary_price,rolling_std,normalized_price,log_normalized_price
211,2019-01-21,35300,2019,1,1,21,0,-0.04245089214238673,4088.9564949252613,8.63300943500139,2.1555931621638726
212,2019-01-28,34000,2019,1,1,28,0,-0.08188352127757481,4274.43052822009,7.954275961564848,2.073709640886298
213,2019-02-04,33800,2019,2,1,4,0,-0.044781553500511606,4443.901536889109,7.605929096183625,2.0289280873857862
214,2019-02-11,34550,2019,2,1,11,0,0.011296080930388364,4491.484999418361,7.692333382939976,2.0402241683161746
215,2019-02-18,36000,2019,2,1,18,0,0.14394557021788446,4052.561701020709,8.883270053836014,2.184169738534059
216,2019-02-25,37700,2019,2,1,25,0,0.21347123725236727,3428.144383342629,10.997203088406804,2.3976409757864263
217,2019-03-04,40200,2019,3,1,4,0,0.29926822112040385,2710.0248341019683,14.833812404276816,2.69690919690683
218,2019-03-11,40200,2019,3,1,11,0,0.13719826781135191,2362.592494930425,17.015206848519103,2.834107464718182
219,2019-03-18,39900,2019,3,1,18,0,0.07470961142480537,2176.1543247039376,18.335096710307223,2.9088170761429875
220,2019-03-25,39400,2019,3,1,25,0,0.046773359722743546,2050.6880693979583,19.21306345316919,2.955590435865731
221,2019-04-01,39300,2019,4,2,1,0,0.03914786818305771,1966.9541210950654,19.980130486277154,2.9947383040487887
222,2019-04-08,39500,2019,4,2,8,0,0.009965034339778356,1957.361383842194,20.180228508679193,3.004703338388567
223,2019-04-15,39500,2019,4,2,15,0,0.0,1957.361383842194,20.180228508679193,3.004703338388567
224,2019-04-22,39300,2019,4,2,22,0,-0.01411978086220067,1975.143317126257,19.897290317737397,2.9905835575263664
225,2019-04-29,39300,2019,4,2,29,0,-0.0145756400282826,2004.1431271027407,19.60937792742051,2.976007917498084
226,2019-05-06,39300,2019,5,2,6,0,-0.015642456454504572,2035.7393255152747,19.305025701192175,2.9603654610435792
227,2019-05-13,40300,2019,5,2,13,0,-0.011612238020911825,2111.9216042076355,19.082147708375764,2.9487532230226674
228,2019-05-20,40000,2019,5,2,20,0,-0.03233457553925145,2165.087565588695,18.47500333739336,2.916418647483416
229,2019-05-27,40200,2019,5,2,27,0,-0.01940057035551801,2218.539105102653,18.12003219034533,2.897018077127898
230,2019-06-03,40200,2019,6,2,3,0,-0.01810114808558838,2259.062866817124,17.79498950227943,2.8789169290423096
231,2019-06-10,40300,2019,6,2,10,0,-0.009947291507281353,2287.3222984751337,17.618855037117594,2.868969637535028
232,2019-06-17,41500,2019,6,2,17,0,0.00827195477076792,2336.027494812906,17.76520186177165,2.877241592305796
233,2019-06-24,40500,2019,6,2,24,0,-0.015802959693310914,2316.0504471865825,17.486665737008142,2.861438632612485
234,2019-07-01,40500,2019,7,3,1,0,0.023141516109460802,2263.0689291890776,17.8960523374391,2.884580148721946
235,2019-07-08,40300,2019,7,3,8,0,0.043384950473774,2156.2839999420135,18.689560373811492,2.92796509919572
236,2019-07-15,39800,2019,7,3,15,0,0.12458167850296986,1880.090914776788,21.169189046756934,3.05254677769869
237,2019-07-22,39800,2019,7,3,22,0,0.23685373919161679,1483.5923279837716,26.82677663485151,3.2894005168903067
238,2019-07-29,40200,2019,7,3,29,0,0.35300509666428415,1052.808528224189,38.18358127076233,3.642405613554591
239,2019-08-05,40300,2019,8,3,5,0,0.4115274179004671,699.3656546047384,57.62364756498718,4.053933031455058
240,2019-08-12,39200,2019,8,3,12,0,0.2226832919504682,544.4715560637252,71.99641480520613,4.276616323405526
241,2019-08-19,38700,2019,8,3,19,0,-0.1081109624141865,598.896932895819,64.61879811752526,4.16850536099134
242,2019-08-26,38200,2019,8,3,26,0,-0.15075356511814597,687.3468208801486,55.57601903371699,4.017751795873194
243,2019-09-02,37700,2019,9,3,2,0,-0.17833999997883065,810.7855378618502,46.49811601156569,3.839411795894363
244,2019-09-09,36900,2019,9,3,9,0,-0.22492919866303573,993.748575789767,37.13212868825927,3.6144825972313273
245,2019-09-16,36200,2019,9,3,16,0,-0.21918103412511725,1213.8019679467636,29.82364583016371,3.39530156310621
246,2019-09-23,35000,2019,9,3,23,0,-0.2590475865553423,1520.5834120638074,23.01748113409731,3.1362539765508677
247,2019-09-30,34200,2019,9,3,30,0,-0.2145047446572539,1841.3084116102868,18.57374885399613,2.921749231893614
248,2019-10-07,33500,2019,10,4,7,0,-0.18192832541559012,2163.4940540106095,15.48421172588798,2.7398209064780237
249,2019-10-14,33300,2019,10,4,14,0,-0.1250677515779235,2437.088872797456,13.663843108756225,2.6147531549001
250,2019-10-21,33500,2019,10,4,21,0,-0.07485544109288256,2642.2946494463636,12.678374081792585,2.5398977138072176
251,2019-10-28,33300,2019,10,4,28,0,-0.0635702282070012,2798.9095961706867,11.897490381811267,2.4763274856002164
252,2019-11-04,33800,2019,11,4,4,0,-0.019178534192112906,2895.9460670372514,11.671488079396342,2.4571489514081035
253,2019-11-11,33500,2019,11,4,11,0,-0.03616420201833703,2975.942184259984,11.2569391224011,2.4209847493897665
254,2019-11-18,32300,2019,11,4,18,0,-0.07749208879499925,3100.534666374723,10.417558090961947,2.3434926605947672
255,2019-11-25,32200,2019,11,4,25,0,-0.030498601777606993,3186.6569643900734,10.104633275506353,2.3129940588171602
256,2019-12-02,31800,2019,12,4,2,0,-0.012413632185144685,3186.3812330477563,9.979973416295662,2.3005804266320156
257,2019-12-09,31100,2019,12,4,9,0,-0.04005217757505619,3243.586201918404,9.588152761781403,2.2605282490569594
258,2019-12-16,30600,2019,12,4,16,0,-0.028250149317225137,3282.8827028359997,9.321076252150414,2.2322780997397342
259,2019-12-23,31400,2019,12,4,23,0,0.04014908163796749,3236.1382201182673,9.702923010146478,2.2724271813777017
260,2019-12-30,32900,2019,12,4,30,0,0.08298443961398894,3120.7115502254005,10.54246746951788,2.3554116209916907
261,2020-01-06,32900,2020,1,1,6,0,0.048836859052231674,2971.967459396253,11.070107748314156,2.4042484800439223
262,2020-01-13,33400,2020,1,1,13,0,0.09654803346852159,2739.456071050869,12.192201347177505,2.500796513512444
263,2020-01-20,32500,2020,1,1,20,0,0.08071546465082768,2458.9344634723893,13.217107036722345,2.5815119781632716
264,2020-01-27,32890,2020,1,1,27,0,0.11702312662024461,2213.629675573532,14.857950434495548,2.698535104783516
265,2020-02-03,33400,2020,2,1,3,0,0.1394191293241951,1955.4134723444442,17.08078647937055,2.8379542341077113
266,2020-02-10,32800,2020,2,1,10,0,0.1235092228876753,1697.174922449472,19.326234182544326,2.9614634569953866
267,2020-02-17,32000,2020,2,1,17,0,0.13513670974337844,1446.4839303876238,22.122610094551657,3.096600166738765
268,2020-02-24,31500,2020,2,1,24,0,0.1367378177029579,1241.9088130776993,25.36418106409655,3.233337984441723
269,2020-03-02,32500,2020,3,1,2,0,0.22054282803227654,1027.7369785609094,31.62287694027336,3.4538808124739995
270,2020-03-09,33500,2020,3,1,9,0,0.13418711683532747,926.3320804055438,36.16413671578108,3.588067929309327
271,2020-03-16,34000,2020,3,1,16,0,0.029255260786463566,913.0517986163647,37.23775589897909,3.6173231900957905
272,2020-03-23,35000,2020,3,1,23,0,-0.07816163403538301,1016.3182165991918,34.438032722779624,3.5391615560604075
273,2020-03-30,35000,2020,3,1,30,0,-0.08897206999478069,1110.8867557307672,31.506361759598246,3.450189486065627
274,2020-04-06,34500,2020,4,2,6,0,-0.05349649286754943,1155.1917307454494,29.865172232264012,3.3966929931980774
275,2020-04-13,34000,2020,4,2,13,0,-0.03184022389157848,1175.2815727996322,28.92923771365595,3.364852769306499
276,2020-04-20,33500,2020,4,2,20,0,-0.00757842614418669,1166.8071602777472,28.710828267479645,3.357274343162312
277,2020-04-27,33500,2020,4,2,27,0,0.0,1166.8071602777472,28.710828267479645,3.357274343162312
278,2020-05-04,33500,2020,5,2,4,0,0.0003034795217202735,1166.4531119247351,28.719542738175292,3.3575778226840325
279,2020-05-11,33500,2020,5,2,11,0,0.004590560963079859,1161.110709497679,28.851684620575767,3.3621683836471123
280,2020-05-18,33500,2020,5,2,18,0,0.02085086360896593,1137.1512046860348,29.459582737943176,3.3830192472560783
281,2020-05-25,33500,2020,5,2,25,0,0.06985509269763268,1060.4264079448083,31.59106539502887,3.452874339953711
282,2020-06-01,33000,2020,6,2,1,0,0.13638969562466086,911.4154265263501,36.20741874621532,3.589264035578372
283,2020-06-08,33000,2020,6,2,8,0,0.10091960261840693,823.9247494484482,40.0522013959295,3.6901836381967787
284,2020-06-15,33000,2020,6,2,15,0,0.0024182660108760246,821.934687450802,40.149175480533856,3.6926019042076548
285,2020-06-22,33700,2020,6,2,22,0,0.023334074490890977,820.0104939237017,41.09703503762189,3.7159359786985457
286,2020-06-29,34500,2020,6,2,29,0,-0.01519120047343403,852.3266324630858,40.47743985225546,3.7007447782251117
287,2020-07-06,34500,2020,7,3,6,0,-0.005998689295265702,857.454840996245,40.235355088689836,3.694746088929846
288,2020-07-13,35000,2020,7,3,13,0,-0.03429464729615983,900.2314517204669,38.878890459903566,3.660451441633686
289,2020-07-20,35000,2020,7,3,20,0,-0.048046129528690695,944.539992325113,37.05507472885586,3.6124053121049955
290,2020-07-27,35100,2020,7,3,27,0,-0.02507480000650064,971.2907891571546,36.137478489277456,3.587330512098495
291,2020-08-03,35100,2020,8,3,3,0,0.03801948424394164,935.055993053363,37.53785897396721,3.6253499963424365
292,2020-08-10,35200,2020,8,3,10,0,0.1270907734071498,825.8065885782333,42.6249929303698,3.7524407697495863
293,2020-08-17,35500,2020,8,3,17,0,0.02550884459146241,811.8684836737423,43.72629399205259,3.7779496143410487
294,2020-08-24,36500,2020,8,3,24,0,-0.10787308511536331,929.8199919292987,39.25490989311335,3.6700765292256854
295,2020-08-31,37200,2020,8,3,31,0,-0.15102051018665463,1102.1388954789854,33.752551654420124,3.5190560190390308
296,2020-09-07,37500,2020,9,3,7,0,-0.13088740453317627,1266.3925141914358,29.611672194653597,3.3881686145058545
297,2020-09-14,37500,2020,9,3,14,0,-0.10288123518639081,1403.6185121094486,26.71666102753417,3.2852873793194637
298,2020-09-21,38000,2020,9,3,21,0,-0.09473489500374832,1563.666955533116,24.30185012577969,3.1905524843157154
299,2020-09-28,38500,2020,9,3,28,0,-0.08760363755499156,1729.287362646481,22.263506246341876,3.102948846760724
300,2020-10-05,39500,2020,10,4,5,0,-0.08537655338948946,1932.3335745875754,20.441605175975177,3.0175722933712343
301,2020-10-12,40000,2020,10,4,12,0,-0.08443557766620957,2129.192369169044,18.78646597611597,2.9331367157050248
302,2020-10-19,39500,2020,10,4,19,0,-0.06207465740819318,2237.2302687391125,17.655759691764732,2.8710620582968316
303,2020-10-26,39500,2020,10,4,26,0,-0.03298279582849872,2312.2507699617236,17.08292219561197,2.838079262468333
304,2020-11-02,39500,2020,11,4,2,0,-0.019341364802934358,2357.408150576813,16.75568992596174,2.8187378976653985
305,2020-11-09,39500,2020,11,4,9,0,-0.007184891923067038,2374.406867201723,16.635733557556375,2.8115530057423315
306,2020-11-16,39500,2020,11,4,16,0,0.01818459565702346,2331.6194533762455,16.941014942555473,2.829737601399355
307,2020-11-23,39500,2020,11,4,23,0,0.03370955864749714,2254.331579330213,17.521823480703706,2.863447160046852
308,2020-11-30,41500,2020,11,4,30,0,0.04501842949053758,2264.2143596989486,18.328653301853393,2.9084655895373897
309,2020-12-07,42500,2020,12,4,7,0,-0.01563846710783512,2355.320834171924,18.044250865272037,2.8928271224295545
310,2020-12-14,51000,2020,12,4,14,0,-0.21385244217053812,3500.3079574662797,14.570146575593501,2.6789746802590164
311,2020-12-21,58000,2020,12,4,21,0,-0.2710664078571323,5220.194898910295,11.110696271533346,2.407908272401884
312,2020-12-28,61000,2020,12,4,28,0,-0.20555282376721928,6743.090935344064,9.04629651073918,2.202355448634665
313,2021-01-04,61000,2021,1,1,4,0,-0.14887240355273068,7825.524939562242,7.795004229251402,2.053483045081934
314,2021-01-11,61000,2021,1,1,11,0,-0.09884830192737226,8638.58780561747,7.061339349972589,1.9546347431545619
315,2021-01-18,62000,2021,1,1,18,0,-0.061171876773653544,9334.073469618314,6.642330403955486,1.8934628663809083
316,2021-01-25,62000,2021,1,1,25,0,-0.054134984786745166,9853.300778515018,6.292307663558806,1.8393278815941632
317,2021-02-01,59000,2021,2,1,1,0,-0.06897092426524076,10046.059686135253,5.872949379489249,1.7703569573289224
318,2021-02-08,55000,2021,2,1,8,0,-0.06622008553247793,10006.114072934626,5.4966393146335,1.7041368717964445
319,2021-02-15,51500,2021,2,1,15,0,-0.049459786207243006,9844.419260662908,5.231390357965318,1.6546770855892015
320,2021-02-22,48500,2021,2,1,22,0,-0.03751749851162822,9625.388190929632,5.0387578181733375,1.6171595870775732
321,2021-03-01,48000,2021,3,1,1,0,0.015712805954439357,9377.644554540604,5.118556127909398,1.6328723930320126
322,2021-03-08,49000,2021,3,1,8,0,0.04774102907719713,9126.724573979214,5.368848331382942,1.6806134221092097
323,2021-03-15,50500,2021,3,1,15,0,0.05805977066627732,8875.54856438977,5.689789158792359,1.738673192775487
324,2021-03-22,50800,2021,3,1,22,0,0.03262294575670355,8641.707720054024,5.878467734116148,1.7712961385321906
325,2021-03-29,51500,2021,3,1,29,0,0.041520218252588004,8404.484655161275,6.127680888604318,1.8128163567847786
326,2021-04-05,53500,2021,4,2,5,0,0.07219825045885253,8122.736027947168,6.586450651101718,1.8850146072436311
327,2021-04-12,54500,2021,4,2,12,0,0.05894862795634248,7800.887166195326,6.986384860964591,1.9439632351999736
328,2021-04-19,58500,2021,4,2,19,0,0.10797654724527539,7516.397533663238,7.782983768221354,2.051939782445249
329,2021-04-26,60500,2021,4,2,26,0,0.07523294461756214,7210.012161038268,8.391109286463088,2.127172727062811
330,2021-05-03,62500,2021,5,2,3,0,0.08069863709097458,6870.9006223580145,9.09633298968465,2.2078713641537857
331,2021-05-10,63500,2021,5,2,10,0,0.08362589366945894,6420.799534845144,9.88973408302047,2.2914972578232446
332,2021-05-17,67000,2021,5,2,17,0,0.08551739998533758,6219.428127399258,10.772694631655305,2.3770146578085822
333,2021-05-24,71900,2021,5,2,24,0,0.04928837343228576,6353.29282420903,11.316966176346732,2.426303031240868
334,2021-05-31,71900,2021,5,2,31,0,-0.08012915998956549,6883.328946905372,10.445527237562143,2.3461738712513025
335,2021-06-07,72500,2021,6,2,7,0,-0.0762364240124489,7490.601599260347,9.678795359662294,2.2699374472388536
336,2021-06-14,74000,2021,6,2,14,0,-0.05941665175260047,8113.621352347945,9.120465053324882,2.210520795486253
337,2021-06-21,74000,2021,6,2,21,0,-0.06480141199451506,8656.804938262823,8.548188451483083,2.145719383491738
338,2021-06-28,74000,2021,6,2,28,0,-0.05370245465227308,9134.406011799945,8.1012383185514,2.092016928839465
339,2021-07-05,74000,2021,7,3,5,0,-0.04480325987499745,9552.963535931758,7.7462872878832085,2.0472136689644675
340,2021-07-12,73500,2021,7,3,12,0,-0.04249037510260356,9900.270820479702,7.424039335162215,2.004723293861864
341,2021-07-19,72500,2021,7,3,19,0,-0.038439927142738695,10148.269467668222,7.144075177642913,1.9662833667191253
342,2021-07-26,71500,2021,7,3,26,0,-0.02156485298812094,10226.464673099217,6.991663520637902,1.9447185137310044
343,2021-08-02,69500,2021,8,3,2,0,-0.010403577116569362,10044.365353884745,6.919302270612874,1.934314936614435
344,2021-08-09,66000,2021,8,3,9,0,-0.001348813263988946,9551.408386929881,6.909975715237368,1.932966123350446
345,2021-08-16,65000,2021,8,3,16,0,0.0524474228250027,8926.0478214127,7.282058230079327,1.9854135461754487
346,2021-08-23,63500,2021,8,3,23,0,0.05092741276841295,8287.090536805961,7.662520364411801,2.0363409589438617
347,2021-08-30,62000,2021,8,3,30,0,0.048551320001691156,7707.871705723028,8.043724956393026,2.084892278945553
348,2021-09-06,59000,2021,9,3,6,0,0.021369235453204904,7179.831605550339,8.217462921329561,2.1062615143987578
349,2021-09-13,56500,2021,9,3,13,0,0.010995593387646885,6800.414256350316,8.308317386288573,2.1172571077864046
350,2021-09-20,55000,2021,9,3,20,0,-0.009566879147489438,6683.507713941866,8.229211718461764,2.107690228638915
351,2021-09-27,54000,2021,9,3,27,0,-0.024206427329760416,6722.769820391935,8.032403524541886,2.083483801309155
352,2021-10-04,56800,2021,10,4,4,0,0.03658590252039895,6817.321289569605,8.331718220014526,2.1200697038295537
353,2021-10-11,59000,2021,10,4,11,0,0.028970785757587603,6879.162771354098,8.576625086658098,2.1490404895871413
354,2021-10-18,64000,2021,10,4,18,0,0.08548855217617879,6850.721954973024,9.34208108585426,2.23452904176332
355,2021-10-25,73000,2021,10,4,25,0,0.11617618814410591,6957.0407981172775,10.492967070101896,2.350705229907426
356,2021-11-01,77000,2021,11,4,1,0,0.009339972378299866,7270.028556848519,10.591430198367568,2.360045202285726
357,2021-11-08,79000,2021,11,4,8,0,-0.020171259471425618,7610.842761234366,10.379928015644271,2.3398739428143003
358,2021-11-15,78000,2021,11,4,15,0,-0.04569204420773865,7865.821082655613,9.916320137511454,2.2941818986065616
359,2021-11-22,72500,2021,11,4,22,0,-0.07312226482819772,7865.821082655613,9.21709243550744,2.221059633778364
360,2021-11-29,64000,2021,11,4,29,0,-0.11354120029657189,7778.508807950529,8.227798101171352,2.107518433481792
361,2021-12-06,61500,2021,12,4,6,0,-0.03270282114411005,7723.144212154835,7.963078030215996,2.074815612337682
362,2021-12-13,60500,2021,12,4,13,0,-0.008146235135571,7659.708956895775,7.898472427667621,2.066669377202111
363,2021-12-20,61500,2021,12,4,20,0,0.03405101458801285,7525.646970117722,8.172054873713797,2.100720391790124
364,2021-12-27,62500,2021,12,4,27,0,0.03869231600979761,7357.747568064818,8.49444744085428,2.1394127077999214
365,2022-01-03,63500,2022,1,1,3,0,0.03826237632866425,7194.845175641422,8.825763230456026,2.1776750841285857
366,2022-01-10,63500,2022,1,1,10,0,0.01975909756569383,7054.076835419453,9.001886636839295,2.1974341816942795
367,2022-01-17,63700,2022,1,1,17,0,0.01478729940081669,6972.424983097978,9.135989294171926,2.212221481095096
368,2022-01-24,62500,2022,1,1,24,0,-0.018659208033186214,6969.923741083759,8.967099543944483,2.19356227306191
369,2022-01-31,62900,2022,1,1,31,0,0.006250410092387693,6970.824291599172,9.023323120596137,2.1998126831542977
370,2022-02-07,65000,2022,2,1,7,0,0.03251406855113048,6973.104386326793,9.321529751864206,2.232326751705428
371,2022-02-14,65500,2022,2,1,14,0,0.00879210446236467,6965.234579942336,9.403846955653037,2.241118856167793
372,2022-02-21,69000,2022,2,1,21,0,0.05557882275047188,6940.742974889619,9.941298827752274,2.2966976789182647
373,2022-02-28,78000,2022,2,1,28,0,0.08160043213970303,7231.241349123732,10.786529758054872,2.3782981110579677
374,2022-03-07,77000,2022,3,1,7,0,-0.013741101366806507,7237.301472834832,10.63932465560804,2.3645570096911612
375,2022-03-14,74000,2022,3,1,14,0,0.009582971281338004,6888.994320916869,10.741771084832482,2.3741399809724992
376,2022-03-21,67000,2022,3,1,21,0,-0.04453155687375876,6521.368165778169,10.273917726588767,2.3296084240987405
377,2022-03-28,69500,2022,3,1,28,0,0.07731433531320908,6261.401195222842,11.099751929811696,2.4069227594119496
378,2022-04-04,69500,2022,4,2,4,0,0.009065696998020734,6204.893755878577,11.20083642595089,2.4159884564099703
379,2022-04-11,67500,2022,4,2,11,0,-0.016447576817731235,6126.273898876851,11.01811657692533,2.399540879592239
380,2022-04-18,64000,2022,4,2,18,0,-0.011448220711967494,5875.495662100692,10.892698025942853,2.3880926588802716
381,2022-04-25,61500,2022,4,2,25,0,0.03229436336077063,5466.563382728946,11.250212554802353,2.420387022241042
382,2022-05-02,58000,2022,5,2,2,0,-0.010391931982228986,5209.312661551294,11.133906480231893,2.409995090258813
383,2022-05-09,56000,2022,5,2,9,0,-0.07105229314570405,5400.053676598628,10.370267288763904,2.338942797113109
384,2022-05-16,54000,2022,5,2,16,0,-0.12003497321454581,5871.300870594596,9.197280328529875,2.2189078238985633
385,2022-05-23,50000,2022,5,2,23,0,-0.191913929413432,6586.54617988149,7.5912319802333235,2.0269938944851313
386,2022-05-30,46000,2022,5,2,30,0,-0.22063778844459003,7555.571895407249,6.088222127561474,1.8063561060405413
387,2022-06-06,43500,2022,6,2,6,0,-0.18706317648485404,8614.682444709702,5.049518688493673,1.6192929295556873
388,2022-06-13,42000,2022,6,2,13,0,-0.14648720898238632,9629.813872416868,4.36145501423476,1.472805720573301
389,2022-06-20,43000,2022,6,2,20,0,-0.052433306215218245,10389.832683369195,4.138661450133771,1.4203724143580827
390,2022-06-27,44000,2022,6,2,27,0,-0.03059841739161051,10961.790522048677,4.013942787129335,1.3897739969664722
391,2022-07-04,45000,2022,7,3,4,0,-0.015346845194123437,11384.301420841794,3.9528117129450133,1.3744271517723488
392,2022-07-11,45500,2022,7,3,11,0,-0.018902664102342648,11730.447808890423,3.8787948031716124,1.355524487670006
393,2022-07-18,47000,2022,7,3,18,0,0.013810842062810247,11950.967913017408,3.9327358538722184,1.3693353297328164
394,2022-07-25,47500,2022,7,3,25,0,0.0011818453344791813,12063.839848243117,3.937386487016199,1.3705171750672955
395,2022-08-01,47500,2022,8,3,1,0,-0.004239099240989086,12115.088209288491,3.920730842354274,1.3662780758263064
396,2022-08-08,49000,2022,8,3,8,0,0.04612554595929641,11934.300827106901,4.10581237308047,1.4124036217856029
397,2022-08-15,47500,2022,8,3,15,0,0.04198543145715106,11093.292626824015,4.281866673663971,1.454389053242754
398,2022-08-22,46500,2022,8,3,22,0,0.06781310223551773,10147.731237836484,4.582305040423389,1.5222021554782716
399,2022-08-29,46000,2022,8,3,29,0,0.08024607840042952,9264.530303211834,4.9651734620645245,1.6024482338787012
